2017,New Jersey,District 1,Democratic,Bob Andrzejczak,32554,True,True
2017,New Jersey,District 1,Democratic,R. Bruce Land,30938,True,True
2017,New Jersey,District 1,Republican,James Sauro,20445,False,False
2017,New Jersey,District 1,Republican,Robert Campbell,20250,False,False
2017,New Jersey,District 2,Democratic,Vincent Mazzeo,27601,True,True
2017,New Jersey,District 2,Democratic,John Armato,25683,True,False
2017,New Jersey,District 2,Republican,Vince Sera,20814,False,False
2017,New Jersey,District 2,Republican,Brenda Taube,20611,False,False
2017,New Jersey,District 2,"Independent, Honest, Reliable",Heather Gordon,1208,False,False
2017,New Jersey,District 2,Green,Mico Lucide,718,False,False
2017,New Jersey,District 3,Democratic,John Burzichelli,31853,True,True
2017,New Jersey,District 3,Democratic,Adam Taliaferro,30733,True,True
2017,New Jersey,District 3,Republican,Philip Donohue,21758,False,False
2017,New Jersey,District 3,Republican,Linwood Donelson,20181,False,False
2017,New Jersey,District 3,One For All,Edward R. Durr,589,False,False
2017,New Jersey,District 4,Democratic,Edward R. Durr,32892,True,True
2017,New Jersey,District 4,Democratic,Gabriela Mosquera,31800,True,True
2017,New Jersey,District 4,Republican,Patricia Jefferson Kline,18386,False,False
2017,New Jersey,District 4,Republican,Eduardo Maldonado,17761,False,False
2017,New Jersey,District 4,"Represent, Not Rule",William McCauley Jr.,1194,False,False
2017,New Jersey,District 5,Democratic,Patricia Egan Jones,29282,True,True
2017,New Jersey,District 5,Democratic,Arthur Barclay,27544,True,True
2017,New Jersey,District 5,Republican,Teresa Gordon,14181,False,False
2017,New Jersey,District 5,Republican,Kevin Ehret,13625,False,False
2017,New Jersey,District 6,Democratic,Louis Greenwald,41767,True,True
2017,New Jersey,District 6,Democratic,Pamela Lampitt,40291,True,True
2017,New Jersey,District 6,Republican,David Moy,16811,False,False
2017,New Jersey,District 6,Republican,Winston Extavour,16335,False,False
2017,New Jersey,District 6,American Solidarity Party,Monica Sohler,821,False,False
2017,New Jersey,District 7,Democratic,"Herbert Conaway, Jr.",39879,True,True
2017,New Jersey,District 7,Democratic,"Herbert Conaway, Jr.",38819,True,False
2017,New Jersey,District 7,Republican,Octavia Scott,20941,False,False
2017,New Jersey,District 7,Republican,Robert Thibault,20726,False,False
2017,New Jersey,District 8,Republican,Joe Howarth,28841,True,True
2017,New Jersey,District 8,Republican,Ryan Peters,28671,True,False
2017,New Jersey,District 8,Democratic,Joanne Schwartz,28321,False,False
2017,New Jersey,District 8,Democratic,MaryAnn Merlino,28196,False,False
2017,New Jersey,District 8,No Status Quo,Ryan T. Calhoun,753,False,False
2017,New Jersey,District 9,Republican,Brian Rumpf,40158,True,True
2017,New Jersey,District 9,Republican,DiAnne Gove,39523,True,True
2017,New Jersey,District 9,Democratic,Jill Dobrowansky,23534,False,False
2017,New Jersey,District 9,Democratic,Ryan Young,22721,False,False
2017,New Jersey,District 10,Republican,Ryan Young,39265,True,True
2017,New Jersey,District 10,Republican,Gregory McGuckin,37896,True,True
2017,New Jersey,District 10,Democratic,Michael Cooke,23417,False,False
2017,New Jersey,District 10,Democratic,Raymond Baker,23174,False,False
2017,New Jersey,District 11,Democratic,Joann Downey,31347,True,True
2017,New Jersey,District 11,Democratic,Eric Houghtaling,31012,True,True
2017,New Jersey,District 11,Republican,Robert Acerra,25672,False,False
2017,New Jersey,District 11,Republican,Robert Acerra,25320,False,False
2017,New Jersey,District 12,Republican,Ronald Dancer,30348,True,True
2017,New Jersey,District 12,Republican,Robert Clifton,29610,True,True
2017,New Jersey,District 12,Democratic,Robert Clifton,21441,False,False
2017,New Jersey,District 12,Democratic,Nirav Patel,20397,False,False
2017,New Jersey,District 12,Libertarian,Anthony J. Storrow,1016,False,False
2017,New Jersey,District 12,Libertarian,Daniel A. Krause,938,False,False
2017,New Jersey,District 13,Republican,Amy Handlin,35990,True,True
2017,New Jersey,District 13,Republican,Serena DiMaso,34214,True,False
2017,New Jersey,District 13,Democratic,Tom Giaimo,27212,False,False
2017,New Jersey,District 13,Democratic,Mariel Didato,26640,False,False
2017,New Jersey,District 13,Libertarian,Eveline H. Brownstein,458,False,False
2017,New Jersey,District 14,Democratic,Wayne DeAngelo,35596,True,True
2017,New Jersey,District 14,Democratic,Daniel Benson,35088,True,True
2017,New Jersey,District 14,Republican,Kristian Stout,24725,False,False
2017,New Jersey,District 14,Republican,Steven Uccio,23106,False,False
2017,New Jersey,District 15,Democratic,Reed Gusciora,35481,True,True
2017,New Jersey,District 15,Democratic,Elizabeth Maher Muoio,34937,True,True
2017,New Jersey,District 15,Republican,Emily Rich,13077,False,False
2017,New Jersey,District 15,Republican,Rimma Yakobovich,12428,False,False
2017,New Jersey,District 16,Democratic,Andrew Zwicker,34233,True,True
2017,New Jersey,District 16,Democratic,Roy Freiman,32714,True,False
2017,New Jersey,District 16,Republican,Donna Simon,29674,False,False
2017,New Jersey,District 16,Republican,Mark Caliguire,29041,False,False
2017,New Jersey,District 17,Democratic,Joseph Egan,29149,True,True
2017,New Jersey,District 17,Democratic,Joseph Danielsen,28425,True,True
2017,New Jersey,District 17,Republican,Joseph Danielsen,11317,False,False
2017,New Jersey,District 17,Republican,Nadine Wilkins,11131,False,False
2017,New Jersey,District 17,It's Our Time,Michael Habib,875,False,False
2017,New Jersey,District 18,Democratic,Nancy Pinkin,30301,True,True
2017,New Jersey,District 18,Democratic,Robert Karabinchak,29376,True,True
2017,New Jersey,District 18,Republican,April Bengivenga,17559,False,False
2017,New Jersey,District 18,Republican,Zhiyu Hu,16484,False,False
2017,New Jersey,District 18,Green,Sean A. Stratton,1024,False,False
2017,New Jersey,District 19,Democratic,Craig Coughlin,25708,True,True
2017,New Jersey,District 19,Democratic,Yvonne Lopez,24830,True,False
2017,New Jersey,District 19,Republican,Deepak Malhotra,10709,False,False
2017,New Jersey,District 19,Republican,Amarjit Riar,9436,False,False
2017,New Jersey,District 19,Quality of Life,William Cruz,1488,False,False
2017,New Jersey,District 20,Democratic,Annette Quijano,24221,True,True
2017,New Jersey,District 20,Democratic,Jamel Holley,23790,True,True
2017,New Jersey,District 20,Republican,Joseph Aubourg,5361,False,False
2017,New Jersey,District 21,Republican,Jon Bramnick,35283,True,True
2017,New Jersey,District 21,Republican,Nancy Munoz,34273,True,True
2017,New Jersey,District 21,Democratic,Lacey Rzeszowski,32719,False,False
2017,New Jersey,District 21,Democratic,Bruce Bergen,31248,False,False
2017,New Jersey,District 22,Democratic,James J. Kennedy,27763,True,True
2017,New Jersey,District 22,Democratic,Gerald Green,27284,True,True
2017,New Jersey,District 22,Republican,Richard Fortunato,14631,False,False
2017,New Jersey,District 22,Republican,John Quattrocchi,13682,False,False
2017,New Jersey,District 22,Remember Those Forgotten,Onel Martinez,942,False,False
2017,New Jersey,District 22,Pushing Us Forward,Sumantha Prasad,818,False,False
2017,New Jersey,District 23,Republican,John DiMaio,33880,True,True
2017,New Jersey,District 23,Republican,Erik Peterson,32233,True,True
2017,New Jersey,District 23,Democratic,Laura Shaw,24386,False,False
2017,New Jersey,District 23,Democratic,Charles Boddy,21690,False,False
2017,New Jersey,District 23,End the Corruption,Tyler J. Gran,1921,False,False
2017,New Jersey,District 23,We Define Tomorrow,Michael Estrada,1256,False,False
2017,New Jersey,District 24,Republican,Parker Space,33873,True,True
2017,New Jersey,District 24,Republican,Harold Wirths,30820,True,False
2017,New Jersey,District 24,Democratic,Kate Matteson,22456,False,False
2017,New Jersey,District 24,Democratic,Gina Trish,20200,False,False
2017,New Jersey,District 24,Green,Aaron Hyndman,1568,False,False
2017,New Jersey,District 24,Green,Kenny Collins,1518,False,False
2017,New Jersey,District 25,Republican,Michael Carroll,30323,True,True
2017,New Jersey,District 25,Republican,"Anthony Bucco, Jr.",30278,True,True
2017,New Jersey,District 25,Democratic,Thomas Moran,27848,False,False
2017,New Jersey,District 25,Democratic,Richard Corcoran,27386,False,False
2017,New Jersey,District 26,Republican,Jay Webber,31810,True,True
2017,New Jersey,District 26,Republican,BettyLou DeCroce,31766,True,True
2017,New Jersey,District 26,Democratic,Joseph Raich,24732,False,False
2017,New Jersey,District 26,Democratic,William Edge,24362,False,False
2017,New Jersey,District 27,Democratic,John McKeon,39742,True,True
2017,New Jersey,District 27,Democratic,Mila Jasey,38311,True,True
2017,New Jersey,District 27,Republican,Ronald DeRose,20625,False,False
2017,New Jersey,District 27,Republican,Angelo Tedesco,20451,False,False
2017,New Jersey,District 28,Democratic,Ralph Caputo,30084,True,True
2017,New Jersey,District 28,Democratic,Cleopatra Tucker,29643,True,True
2017,New Jersey,District 28,Republican,Veronica Branch,4839,False,False
2017,New Jersey,District 28,Republican,James Boydston,4672,False,False
2017,New Jersey,District 28,Time for change,Joanne Miller,782,False,False
2017,New Jersey,District 28,A New Hope,Scott Thomas Nicastro Jr.,430,False,False
2017,New Jersey,District 29,Democratic,Eliana Pintor Marin,19088,True,True
2017,New Jersey,District 29,Democratic,Shanique Speight,18308,True,False
2017,New Jersey,District 29,Republican,Charles Hood,2622,False,False
2017,New Jersey,District 29,Republican,Jeannette Veras,2574,False,False
2017,New Jersey,District 30,Republican,Sean Kean,33672,True,True
2017,New Jersey,District 30,Republican,Edward Thomson,30680,True,True
2017,New Jersey,District 30,Democratic,Kevin Scott,18737,False,False
2017,New Jersey,District 30,Democratic,Eliot Colon,18160,False,False
2017,New Jersey,District 31,Democratic,Angela McKnight,23616,True,True
2017,New Jersey,District 31,Democratic,Nicholas Chiaravalloti,22823,True,True
2017,New Jersey,District 31,Republican,Michael Alonso,4994,False,False
2017,New Jersey,District 31,Republican,Lauren DiGiaro,4766,False,False
2017,New Jersey,District 32,Democratic,Vincent Prieto,23633,True,True
2017,New Jersey,District 32,Democratic,Vincent Prieto,23063,True,True
2017,New Jersey,District 32,Republican,Ann Corletta,5512,False,False
2017,New Jersey,District 32,Republican,Bartholomew Talamini,5434,False,False
2017,New Jersey,District 33,Democratic,Annette Chaparro,32988,True,True
2017,New Jersey,District 33,Democratic,Raj Mukherji,31997,True,True
2017,New Jersey,District 33,Republican,Holly Lucyk,5697,False,False
2017,New Jersey,District 34,Democratic,Sheila Oliver,34340,True,True
2017,New Jersey,District 34,Democratic,Thomas Giblin,32751,True,True
2017,New Jersey,District 34,Republican,Nicholas Surgent,6637,False,False
2017,New Jersey,District 34,Republican,Tafari Anderson,6110,False,False
2017,New Jersey,District 35,Democratic,Benjie Wimberly,21406,True,True
2017,New Jersey,District 35,Democratic,Shavonda Sumter,21275,True,True
2017,New Jersey,District 35,Republican,Ibrahim Mahmoud,5435,False,False
2017,New Jersey,District 35,Republican,Nihad Younes,5366,False,False
2017,New Jersey,District 36,Democratic,Gary Schaer,22527,True,True
2017,New Jersey,District 36,Democratic,Marlene Caride,22419,True,True
2017,New Jersey,District 36,Republican,Paul Passamano,13245,False,False
2017,New Jersey,District 36,Republican,Marc Marsi,12372,False,False
2017,New Jersey,District 37,Democratic,Valerie Vainieri Huttle,31855,True,True
2017,New Jersey,District 37,Democratic,Gordon Johnson,31798,True,True
2017,New Jersey,District 37,Republican,Gino Tessaro,10610,False,False
2017,New Jersey,District 37,Republican,Gino Tessaro,10576,False,False
2017,New Jersey,District 37,Libertarian,Claudio Belusic,392,False,False
2017,New Jersey,District 38,Democratic,Joseph Lagana,30800,True,True
2017,New Jersey,District 38,Democratic,Timothy Eustace,30727,True,True
2017,New Jersey,District 38,Republican,Bill Leonard,21541,False,False
2017,New Jersey,District 38,Republican,Christopher Wolf,21525,False,False
2017,New Jersey,District 38,Independent- NJ Awakens,Dev Goswami,533,False,False
2017,New Jersey,District 39,Republican,Holly Schepisi,34158,True,True
2017,New Jersey,District 39,Republican,Robert Auth,32739,True,True
2017,New Jersey,District 39,Democratic,Jannie Chung,29126,False,False
2017,New Jersey,District 39,Democratic,Annie Hausmann,28862,False,False
2017,New Jersey,District 40,Republican,Kevin Rooney,31170,True,True
2017,New Jersey,District 40,Republican,Christopher DePhillips,30610,True,False
2017,New Jersey,District 40,Democratic,Christine Ordway,27092,False,False
2017,New Jersey,District 40,Democratic,Paul Vagianos,26737,False,False
2017,New Jersey,District 40,You Tell Me,Anthony J. Pellechia,748,False,False
